ID_PARTIDA,ID_SET,TIMEA,TIMEB,ATAQUE_A,SAQUE_A,BLOQUEIO_A,RECEPCAO_A,LEVANTAMENTO_A,DEFESA_A,ATAQUE_B,SAQUE_B,BLOQUEIO_B,RECEPCAO_B,LEVANTAMENTO_B,DEFESA_B,FASE_FINAL,VENCEU_SET_A_ANTERIOR,VENCEU_SET_B_ANTERIOR,VENCEU_SET_A,VENCEU_SET_B
11909,2,Brazil,Poland,9.375,-12.499583333333334,7.142857142857143,60.001999999999995,12.123939393939393,65.21608695652174,5.882352941176471,-28.571428571428573,12.49875,38.0947619047619,11.428571428571429,42.857619047619046,False,True,False,True,False
11909,3,Brazil,Poland,42.856857142857145,-11.998399999999998,-42.857142857142854,21.05263157894737,11.761176470588236,61.90285714285714,28.206666666666667,-13.042608695652175,-45.45454545454545,28.573809523809523,15.384871794871795,53.84615384615385,False,True,False,True,False
11910,1,Belgium,Türkiye,23.334,-24.9975,-37.49875,33.3325,7.406666666666666,6.666666666666667,24.325135135135135,-4.0,-45.45454545454545,46.665333333333336,11.10861111111111,57.89421052631579,False,,,False,True
11910,2,Belgium,Türkiye,3.5739285714285716,-5.555,-25.0,22.22222222222222,0.0,-0.001764705882353008,35.483225806451614,-12.5,19.997999999999998,43.746249999999996,10.34206896551724,63.15842105263158,False,False,True,False,True
11910,3,Belgium,Türkiye,5.714285714285714,0.0005263157894739535,-11.11111111111111,28.56952380952381,0.0,0.0016666666666667299,29.72972972972973,-8.0,0.0,35.29529411764706,11.106666666666666,100.0,False,False,True,False,True
11911,1,Japan,USA,25.713714285714286,0.0,-49.999,15.78842105263158,14.285142857142858,34.48241379310345,39.39333333333333,-4.348695652173913,-23.529411764705884,40.90772727272727,14.288285714285713,50.0,False,,,False,True
11911,2,Japan,USA,18.181454545454546,4.16625,-38.46153846153846,22.725454545454543,1.7825,70.73073170731708,35.71404761904762,-3.9995999999999996,-11.110740740740741,47.82826086956521,29.546363636363637,72.4144827586207,False,False,True,False,True
11911,3,Japan,USA,18.42078947368421,-9.523333333333333,-54.54545454545455,31.58,11.11111111111111,39.284642857142856,37.49975,-20.8325,6.25,47.36421052631579,15.002500000000001,60.0,False,False,True,False,True
11912,1,Italy,Netherlands,39.02317073170732,-9.524285714285714,-100.0,20.833333333333332,4.758333333333333,24.0016,42.10421052631579,4.0,-30.0,22.22277777777778,11.108333333333334,31.579473684210527,False,,,False,True
11912,2,Italy,Netherlands,26.828536585365853,-14.285714285714286,-8.334166666666667,14.287142857142856,7.498749999999999,33.332857142857144,19.51195121951219,-15.38423076923077,-16.668333333333333,58.33124999999999,20.513333333333332,49.999375,False,False,True,True,False
