,0,1,2,3
4,21548,Slovenia,1,25
5,21548,Slovenia,2,15
6,21548,Slovenia,3,25
7,21548,Slovenia,4,25
0,21549,Brazil,1,26
1,21549,Brazil,2,19
2,21549,Brazil,3,21
3,21549,Poland,1,28
4,21549,Poland,2,25
5,21549,Poland,3,25
0,21550,Italy,1,25
1,21550,Italy,2,22
2,21550,Italy,3,25
3,21550,Italy,4,25
4,21550,Slovenia,1,22
5,21550,Slovenia,2,25
6,21550,Slovenia,3,21
7,21550,Slovenia,4,18
0,21551,Brazil,1,23
1,21551,Brazil,2,25
2,21551,Brazil,3,25
3,21551,Brazil,4,25
4,21551,Slovenia,1,25
5,21551,Slovenia,2,20
6,21551,Slovenia,3,23
7,21551,Slovenia,4,19
0,21552,Poland,1,25
1,21552,Poland,2,25
2,21552,Poland,3,25
3,21552,Italy,1,22
4,21552,Italy,2,19
5,21552,Italy,3,14
0,13455,Brazil,1,31
1,13455,Brazil,2,21
2,13455,Brazil,3,25
3,13455,Brazil,4,25
4,13455,Brazil,5,18
5,13455,Cuba,1,33
6,13455,Cuba,2,25
7,13455,Cuba,3,16
8,13455,Cuba,4,17
9,13455,Cuba,5,16
0,13456,Japan,1,25
1,13456,Japan,2,25
2,13456,Japan,3,25
3,13456,Qatar,1,20
4,13456,Qatar,2,18
5,13456,Qatar,3,15
0,13457,France,1,25
1,13457,France,2,28
2,13457,France,3,26
3,13457,Germany,1,22
4,13457,Germany,2,26
5,13457,Germany,3,24
0,13458,USA,1,25
1,13458,USA,2,25
2,13458,USA,3,25
3,13458,Mexico,1,18
4,13458,Mexico,2,20
5,13458,Mexico,3,12
0,13459,Poland,1,25
1,13459,Poland,2,25
2,13459,Poland,3,25
3,13459,Bulgaria,1,12
4,13459,Bulgaria,2,20
5,13459,Bulgaria,3,20
0,13460,Slovenia,1,25
1,13460,Slovenia,2,25
2,13460,Slovenia,3,25
3,13460,Cameroon,1,19
4,13460,Cameroon,2,23
5,13460,Cameroon,3,21
0,13461,Türkiye,1,25
1,13461,Türkiye,2,25
2,13461,Türkiye,3,25
3,13461,China,1,15
4,13461,China,2,19
5,13461,China,3,14
0,13462,Netherlands,1,25
1,13462,Netherlands,2,25
2,13462,Netherlands,3,25
3,13462,Egypt,1,17
4,13462,Egypt,2,22
5,13462,Egypt,3,16
0,13463,Argentina,1,25
1,13463,Argentina,2,28
2,13463,Argentina,3,18
3,13463,Argentina,4,34
4,13463,Argentina,5,19
5,13463,Iran,1,22
6,13463,Iran,2,30
7,13463,Iran,3,25
8,13463,Iran,4,32
9,13463,Iran,5,21
0,13464,Tunisia,1,25
1,13464,Tunisia,2,25
2,13464,Tunisia,3,25
3,13464,Puerto Rico,1,19
4,13464,Puerto Rico,2,17
5,13464,Puerto Rico,3,20
0,13465,Ukraine,1,26
1,13465,Ukraine,2,21
2,13465,Ukraine,3,20
3,13465,Serbia,1,28
4,13465,Serbia,2,25
5,13465,Serbia,3,25
0,13466,Italy,1,25
1,13466,Italy,2,25
2,13466,Italy,3,39
3,13466,Canada,1,13
4,13466,Canada,2,18
5,13466,Canada,3,37
0,13467,Cuba,1,25
1,13467,Cuba,2,25
2,13467,Cuba,3,22
3,13467,Cuba,4,25
4,13467,Qatar,1,21
5,13467,Qatar,2,21
6,13467,Qatar,3,25
7,13467,Qatar,4,19
0,13468,Brazil,1,25
1,13468,Brazil,2,25
2,13468,Brazil,3,25
3,13468,Japan,1,21
4,13468,Japan,2,18
5,13468,Japan,3,16
0,13469,Germany,1,30
1,13469,Germany,2,25
2,13469,Germany,3,25
3,13469,Cameroon,1,28
4,13469,Cameroon,2,14
5,13469,Cameroon,3,19
0,13470,USA,1,25
1,13470,USA,2,25
2,13470,USA,3,26
3,13470,Bulgaria,1,20
4,13470,Bulgaria,2,23
5,13470,Bulgaria,3,24
0,13471,Poland,1,25
1,13471,Poland,2,25
2,13471,Poland,3,25
3,13471,Mexico,1,17
4,13471,Mexico,2,14
5,13471,Mexico,3,19
0,13472,France,1,25
1,13472,France,2,22
2,13472,France,3,23
3,13472,France,4,34
4,13472,France,5,15
5,13472,Slovenia,1,21
6,13472,Slovenia,2,25
7,13472,Slovenia,3,25
8,13472,Slovenia,4,32
9,13472,Slovenia,5,7
0,13473,Canada,1,25
1,13473,Canada,2,25
2,13473,Canada,3,25
3,13473,China,1,23
4,13473,China,2,21
5,13473,China,3,23
0,13474,Argentina,1,30
1,13474,Argentina,2,25
2,13474,Argentina,3,21
3,13474,Argentina,4,25
4,13474,Argentina,5,9
5,13474,Netherlands,1,28
6,13474,Netherlands,2,20
7,13474,Netherlands,3,25
8,13474,Netherlands,4,27
9,13474,Netherlands,5,15
0,13475,Iran,1,25
1,13475,Iran,2,25
2,13475,Iran,3,22
3,13475,Iran,4,26
4,13475,Egypt,1,14
5,13475,Egypt,2,19
6,13475,Egypt,3,25
7,13475,Egypt,4,24
0,13476,Serbia,1,26
1,13476,Serbia,2,25
2,13476,Serbia,3,25
3,13476,Puerto Rico,1,24
4,13476,Puerto Rico,2,21
5,13476,Puerto Rico,3,16
0,13477,Ukraine,1,25
1,13477,Ukraine,2,25
2,13477,Ukraine,3,25
3,13477,Tunisia,1,21
4,13477,Tunisia,2,19
5,13477,Tunisia,3,15
0,13478,Italy,1,25
1,13478,Italy,2,25
2,13478,Italy,3,25
3,13478,Türkiye,1,18
4,13478,Türkiye,2,20
5,13478,Türkiye,3,22
0,13479,Brazil,1,25
1,13479,Brazil,2,25
2,13479,Brazil,3,26
3,13479,Qatar,1,13
4,13479,Qatar,2,23
5,13479,Qatar,3,24
0,13480,Japan,1,25
1,13480,Japan,2,21
2,13480,Japan,3,25
3,13480,Japan,4,25
4,13480,Cuba,1,18
5,13480,Cuba,2,25
6,13480,Cuba,3,15
7,13480,Cuba,4,19
0,13481,France,1,25
1,13481,France,2,25
2,13481,France,3,25
3,13481,Cameroon,1,19
4,13481,Cameroon,2,19
5,13481,Cameroon,3,22
0,13482,Mexico,1,20
1,13482,Mexico,2,25
2,13482,Mexico,3,25
3,13482,Mexico,4,23
4,13482,Mexico,5,18
5,13482,Bulgaria,1,25
6,13482,Bulgaria,2,20
7,13482,Bulgaria,3,23
8,13482,Bulgaria,4,25
9,13482,Bulgaria,5,16
0,13483,Poland,1,23
1,13483,Poland,2,25
2,13483,Poland,3,25
3,13483,Poland,4,25
4,13483,USA,1,25
5,13483,USA,2,21
6,13483,USA,3,19
7,13483,USA,4,21
0,13484,Slovenia,1,25
1,13484,Slovenia,2,25
2,13484,Slovenia,3,25
3,13484,Germany,1,16
4,13484,Germany,2,22
5,13484,Germany,3,17
0,13485,Argentina,1,27
1,13485,Argentina,2,26
2,13485,Argentina,3,24
3,13485,Argentina,4,25
4,13485,Argentina,5,15
5,13485,Egypt,1,25
6,13485,Egypt,2,28
7,13485,Egypt,3,26
8,13485,Egypt,4,17
9,13485,Egypt,5,6
0,13486,Canada,1,23
1,13486,Canada,2,23
2,13486,Canada,3,17
3,13486,Türkiye,1,25
4,13486,Türkiye,2,25
5,13486,Türkiye,3,25
0,13487,Iran,1,22
1,13487,Iran,2,25
2,13487,Iran,3,20
3,13487,Iran,4,18
4,13487,Netherlands,1,25
5,13487,Netherlands,2,21
6,13487,Netherlands,3,25
7,13487,Netherlands,4,25
0,13488,Serbia,1,29
1,13488,Serbia,2,25
2,13488,Serbia,3,25
3,13488,Tunisia,1,27
4,13488,Tunisia,2,15
5,13488,Tunisia,3,17
0,13489,Ukraine,1,24
1,13489,Ukraine,2,25
2,13489,Ukraine,3,25
3,13489,Ukraine,4,25
4,13489,Puerto Rico,1,26
5,13489,Puerto Rico,2,19
6,13489,Puerto Rico,3,16
7,13489,Puerto Rico,4,19
0,13490,Italy,1,25
1,13490,Italy,2,25
2,13490,Italy,3,25
3,13490,China,1,14
4,13490,China,2,10
5,13490,China,3,14
0,13491,Slovenia,1,25
1,13491,Slovenia,2,25
2,13491,Slovenia,3,21
3,13491,Slovenia,4,25
4,13491,Germany,1,18
5,13491,Germany,2,19
6,13491,Germany,3,25
7,13491,Germany,4,22
0,13492,Italy,1,25
1,13492,Italy,2,21
2,13492,Italy,3,26
3,13492,Italy,4,25
4,13492,Cuba,1,21
5,13492,Cuba,2,25
6,13492,Cuba,3,24
7,13492,Cuba,4,18
0,13493,USA,1,25
1,13493,USA,2,25
2,13493,USA,3,22
3,13493,USA,4,19
4,13493,USA,5,15
5,13493,Türkiye,1,21
6,13493,Türkiye,2,17
7,13493,Türkiye,3,25
8,13493,Türkiye,4,25
9,13493,Türkiye,5,12
0,13494,Poland,1,25
1,13494,Poland,2,25
2,13494,Poland,3,25
3,13494,Tunisia,1,20
4,13494,Tunisia,2,15
5,13494,Tunisia,3,20
0,13495,Netherlands,1,16
1,13495,Netherlands,2,19
2,13495,Netherlands,3,18
3,13495,Ukraine,1,25
4,13495,Ukraine,2,25
5,13495,Ukraine,3,25
0,13496,France,1,25
1,13496,France,2,21
2,13496,France,3,26
3,13496,France,4,22
4,13496,France,5,18
5,13496,Japan,1,17
6,13496,Japan,2,25
7,13496,Japan,3,24
8,13496,Japan,4,25
9,13496,Japan,5,16
0,13497,Serbia,1,23
1,13497,Serbia,2,21
2,13497,Serbia,3,23
3,13497,Argentina,1,25
4,13497,Argentina,2,25
5,13497,Argentina,3,25
0,13498,Brazil,1,25
1,13498,Brazil,2,25
2,13498,Brazil,3,25
3,13498,Iran,1,17
4,13498,Iran,2,22
5,13498,Iran,3,23
0,13499,Italy,1,24
1,13499,Italy,2,25
2,13499,Italy,3,23
3,13499,Italy,4,25
4,13499,Italy,5,15
5,13499,France,1,26
6,13499,France,2,21
7,13499,France,3,25
8,13499,France,4,22
9,13499,France,5,12
0,13500,Slovenia,1,18
1,13500,Slovenia,2,26
2,13500,Slovenia,3,25
3,13500,Slovenia,4,25
4,13500,Ukraine,1,25
5,13500,Ukraine,2,24
6,13500,Ukraine,3,19
7,13500,Ukraine,4,23
0,13501,Argentina,1,16
1,13501,Argentina,2,25
2,13501,Argentina,3,22
3,13501,Argentina,4,21
4,13501,Brazil,1,25
5,13501,Brazil,2,23
6,13501,Brazil,3,25
7,13501,Brazil,4,25
0,13502,Poland,1,25
1,13502,Poland,2,27
2,13502,Poland,3,21
3,13502,Poland,4,22
4,13502,Poland,5,15
5,13502,USA,1,20
6,13502,USA,2,25
7,13502,USA,3,25
8,13502,USA,4,25
9,13502,USA,5,12
0,13503,Poland,1,23
1,13503,Poland,2,25
2,13503,Poland,3,25
3,13503,Poland,4,21
4,13503,Poland,5,15
5,13503,Brazil,1,25
6,13503,Brazil,2,18
7,13503,Brazil,3,20
8,13503,Brazil,4,25
9,13503,Brazil,5,12
0,13504,Italy,1,25
1,13504,Italy,2,25
2,13504,Italy,3,25
3,13504,Slovenia,1,21
4,13504,Slovenia,2,22
5,13504,Slovenia,3,21
0,13505,Brazil,1,25
1,13505,Brazil,2,25
2,13505,Brazil,3,22
3,13505,Brazil,4,25
4,13505,Slovenia,1,18
5,13505,Slovenia,2,18
6,13505,Slovenia,3,25
7,13505,Slovenia,4,18
0,13506,Poland,1,25
1,13506,Poland,2,21
2,13506,Poland,3,18
3,13506,Poland,4,20
4,13506,Italy,1,22
5,13506,Italy,2,25
6,13506,Italy,3,25
7,13506,Italy,4,25
0,21062,Philippines,1,13
1,21062,Philippines,2,17
2,21062,Philippines,3,23
3,21062,Tunisia,1,25
4,21062,Tunisia,2,25
5,21062,Tunisia,3,25
0,21063,USA,1,25
1,21063,USA,2,25
2,21063,USA,3,25
3,21063,Colombia,1,20
4,21063,Colombia,2,21
5,21063,Colombia,3,14
0,21064,Canada,1,22
1,21064,Canada,2,25
2,21064,Canada,3,25
3,21064,Canada,4,29
4,21064,Libya,1,25
5,21064,Libya,2,20
6,21064,Libya,3,12
7,21064,Libya,4,27
0,21065,Cuba,1,25
1,21065,Cuba,2,22
2,21065,Cuba,3,19
3,21065,Cuba,4,19
4,21065,Portugal,1,20
5,21065,Portugal,2,25
6,21065,Portugal,3,25
7,21065,Portugal,4,25
0,21066,Japan,1,19
1,21066,Japan,2,23
2,21066,Japan,3,19
3,21066,Türkiye,1,25
4,21066,Türkiye,2,25
5,21066,Türkiye,3,25
0,21067,Germany,1,38
1,21067,Germany,2,22
2,21067,Germany,3,20
3,21067,Bulgaria,1,40
4,21067,Bulgaria,2,25
5,21067,Bulgaria,3,25
0,21068,Netherlands,1,25
1,21068,Netherlands,2,25
2,21068,Netherlands,3,26
3,21068,Netherlands,4,25
4,21068,Qatar,1,18
5,21068,Qatar,2,23
6,21068,Qatar,3,28
7,21068,Qatar,4,23
0,21069,Slovenia,1,25
1,21069,Slovenia,2,25
2,21069,Slovenia,3,25
3,21069,Chile,1,19
4,21069,Chile,2,20
5,21069,Chile,3,16
0,21070,Poland,1,34
1,21070,Poland,2,25
2,21070,Poland,3,25
3,21070,Romania,1,32
4,21070,Romania,2,15
5,21070,Romania,3,19
0,21071,Argentina,1,19
1,21071,Argentina,2,18
2,21071,Argentina,3,25
3,21071,Argentina,4,25
4,21071,Argentina,5,15
5,21071,Finland,1,25
6,21071,Finland,2,25
7,21071,Finland,3,22
8,21071,Finland,4,22
9,21071,Finland,5,11
0,21072,Iran,1,17
1,21072,Iran,2,25
2,21072,Iran,3,23
3,21072,Iran,4,20
4,21072,Egypt,1,25
5,21072,Egypt,2,16
6,21072,Egypt,3,25
7,21072,Egypt,4,25
0,21073,Ukraine,1,16
1,21073,Ukraine,2,17
2,21073,Ukraine,3,22
3,21073,Belgium,1,25
4,21073,Belgium,2,25
5,21073,Belgium,3,25
0,21074,Serbia,1,22
1,21074,Serbia,2,23
2,21074,Serbia,3,20
3,21074,Czechia,1,25
4,21074,Czechia,2,25
5,21074,Czechia,3,25
0,21075,France,1,25
1,21075,France,2,25
2,21075,France,3,25
3,21075,Korea,1,12
4,21075,Korea,2,18
5,21075,Korea,3,16
0,21076,Brazil,1,19
1,21076,Brazil,2,25
2,21076,Brazil,3,25
3,21076,Brazil,4,25
4,21076,China,1,25
5,21076,China,2,23
6,21076,China,3,22
7,21076,China,4,21
0,21077,Italy,1,25
1,21077,Italy,2,25
2,21077,Italy,3,25
3,21077,Algeria,1,13
4,21077,Algeria,2,22
5,21077,Algeria,3,17
0,21078,Cuba,1,25
1,21078,Cuba,2,25
2,21078,Cuba,3,25
3,21078,Colombia,1,22
4,21078,Colombia,2,21
5,21078,Colombia,3,20
0,21079,Türkiye,1,25
1,21079,Türkiye,2,23
2,21079,Türkiye,3,25
3,21079,Türkiye,4,25
4,21079,Libya,1,18
5,21079,Libya,2,25
6,21079,Libya,3,14
7,21079,Libya,4,16
0,21080,Germany,1,25
1,21080,Germany,2,25
2,21080,Germany,3,25
3,21080,Chile,1,17
4,21080,Chile,2,23
5,21080,Chile,3,21
0,21081,Japan,1,20
1,21081,Japan,2,23
2,21081,Japan,3,22
3,21081,Canada,1,25
4,21081,Canada,2,25
5,21081,Canada,3,25
0,21082,Slovenia,1,19
1,21082,Slovenia,2,14
2,21082,Slovenia,3,25
3,21082,Slovenia,4,25
4,21082,Slovenia,5,13
5,21082,Bulgaria,1,25
6,21082,Bulgaria,2,25
7,21082,Bulgaria,3,18
8,21082,Bulgaria,4,23
9,21082,Bulgaria,5,15
0,21083,Netherlands,1,25
1,21083,Netherlands,2,26
2,21083,Netherlands,3,26
3,21083,Romania,1,23
4,21083,Romania,2,24
5,21083,Romania,3,24
0,21084,USA,1,25
1,21084,USA,2,25
2,21084,USA,3,25
3,21084,Portugal,1,19
4,21084,Portugal,2,22
5,21084,Portugal,3,17
0,21085,Poland,1,25
1,21085,Poland,2,25
2,21085,Poland,3,25
3,21085,Qatar,1,21
4,21085,Qatar,2,14
5,21085,Qatar,3,19
0,21086,Brazil,1,25
1,21086,Brazil,2,25
2,21086,Brazil,3,25
3,21086,Czechia,1,11
4,21086,Czechia,2,22
5,21086,Czechia,3,18
0,21087,Argentina,1,25
1,21087,Argentina,2,23
2,21087,Argentina,3,25
3,21087,Argentina,4,25
4,21087,Korea,1,22
5,21087,Korea,2,25
6,21087,Korea,3,21
7,21087,Korea,4,18
0,21088,Iran,1,23
1,21088,Iran,2,25
2,21088,Iran,3,25
3,21088,Iran,4,25
4,21088,Tunisia,1,25
5,21088,Tunisia,2,20
6,21088,Tunisia,3,23
7,21088,Tunisia,4,16
0,21089,Ukraine,1,25
1,21089,Ukraine,2,25
2,21089,Ukraine,3,25
3,21089,Algeria,1,17
4,21089,Algeria,2,12
5,21089,Algeria,3,11
0,21090,Philippines,1,29
1,21090,Philippines,2,23
2,21090,Philippines,3,25
3,21090,Philippines,4,25
4,21090,Egypt,1,27
5,21090,Egypt,2,25
6,21090,Egypt,3,21
7,21090,Egypt,4,21
0,21091,France,1,19
1,21091,France,2,25
2,21091,France,3,27
3,21091,France,4,25
4,21091,France,5,9
5,21091,Finland,1,25
6,21091,Finland,2,17
7,21091,Finland,3,29
8,21091,Finland,4,21
9,21091,Finland,5,15
0,21092,Serbia,1,25
1,21092,Serbia,2,25
2,21092,Serbia,3,29
3,21092,China,1,18
4,21092,China,2,19
5,21092,China,3,27
0,21093,Italy,1,23
1,21093,Italy,2,20
2,21093,Italy,3,25
3,21093,Italy,4,25
4,21093,Italy,5,13
5,21093,Belgium,1,25
6,21093,Belgium,2,25
7,21093,Belgium,3,22
8,21093,Belgium,4,21
9,21093,Belgium,5,15
0,21094,Portugal,1,23
1,21094,Portugal,2,21
2,21094,Portugal,3,25
3,21094,Portugal,4,25
4,21094,Portugal,5,15
5,21094,Colombia,1,25
6,21094,Colombia,2,25
7,21094,Colombia,3,20
8,21094,Colombia,4,21
9,21094,Colombia,5,11
0,21095,Qatar,1,20
1,21095,Qatar,2,25
2,21095,Qatar,3,25
3,21095,Qatar,4,25
4,21095,Romania,1,25
5,21095,Romania,2,23
6,21095,Romania,3,20
7,21095,Romania,4,22
0,21096,Bulgaria,1,25
1,21096,Bulgaria,2,25
2,21096,Bulgaria,3,25
3,21096,Chile,1,17
4,21096,Chile,2,12
5,21096,Chile,3,12
0,21097,Canada,1,21
1,21097,Canada,2,16
2,21097,Canada,3,25
3,21097,Türkiye,1,25
4,21097,Türkiye,2,25
5,21097,Türkiye,3,27
0,21098,USA,1,25
1,21098,USA,2,25
2,21098,USA,3,23
3,21098,USA,4,27
4,21098,Cuba,1,17
5,21098,Cuba,2,22
6,21098,Cuba,3,25
7,21098,Cuba,4,25
0,21099,Poland,1,22
1,21099,Poland,2,25
2,21099,Poland,3,25
3,21099,Poland,4,25
4,21099,Netherlands,1,25
5,21099,Netherlands,2,23
6,21099,Netherlands,3,19
7,21099,Netherlands,4,22
0,21100,Slovenia,1,25
1,21100,Slovenia,2,17
2,21100,Slovenia,3,31
3,21100,Slovenia,4,25
4,21100,Germany,1,21
5,21100,Germany,2,25
6,21100,Germany,3,29
7,21100,Germany,4,22
0,21101,Japan,1,25
1,21101,Japan,2,25
2,21101,Japan,3,25
3,21101,Libya,1,20
4,21101,Libya,2,17
5,21101,Libya,3,12
0,21102,Brazil,1,22
1,21102,Brazil,2,20
2,21102,Brazil,3,22
3,21102,Serbia,1,25
4,21102,Serbia,2,25
5,21102,Serbia,3,25
0,21103,Finland,1,25
1,21103,Finland,2,25
2,21103,Finland,3,17
3,21103,Finland,4,25
4,21103,Korea,1,18
5,21103,Korea,2,23
6,21103,Korea,3,25
7,21103,Korea,4,21
0,21104,Egypt,1,19
1,21104,Egypt,2,18
2,21104,Egypt,3,22
3,21104,Tunisia,1,25
4,21104,Tunisia,2,25
5,21104,Tunisia,3,25
0,21105,Belgium,1,25
1,21105,Belgium,2,25
2,21105,Belgium,3,25
3,21105,Algeria,1,22
4,21105,Algeria,2,20
5,21105,Algeria,3,12
0,21106,Philippines,1,25
1,21106,Philippines,2,21
2,21106,Philippines,3,25
3,21106,Philippines,4,23
4,21106,Philippines,5,20
5,21106,Iran,1,21
6,21106,Iran,2,25
7,21106,Iran,3,17
8,21106,Iran,4,25
9,21106,Iran,5,22
0,21107,France,1,26
1,21107,France,2,23
2,21107,France,3,25
3,21107,France,4,25
4,21107,France,5,12
5,21107,Argentina,1,28
6,21107,Argentina,2,25
7,21107,Argentina,3,21
8,21107,Argentina,4,20
9,21107,Argentina,5,15
0,21108,Czechia,1,26
1,21108,Czechia,2,25
2,21108,Czechia,3,25
3,21108,China,1,24
4,21108,China,2,19
5,21108,China,3,18
0,21109,Italy,1,25
1,21109,Italy,2,25
2,21109,Italy,3,25
3,21109,Ukraine,1,21
4,21109,Ukraine,2,22
5,21109,Ukraine,3,18
0,21110,Tunisia,1,19
1,21110,Tunisia,2,18
2,21110,Tunisia,3,23
3,21110,Czechia,1,25
4,21110,Czechia,2,25
5,21110,Czechia,3,25
0,21111,Serbia,1,25
1,21111,Serbia,2,19
2,21111,Serbia,3,26
3,21111,Serbia,4,22
4,21111,Serbia,5,9
5,21111,Iran,1,23
6,21111,Iran,2,25
7,21111,Iran,3,24
8,21111,Iran,4,25
9,21111,Iran,5,15
0,21112,USA,1,19
1,21112,USA,2,25
2,21112,USA,3,25
3,21112,USA,4,25
4,21112,Slovenia,1,25
5,21112,Slovenia,2,22
6,21112,Slovenia,3,17
7,21112,Slovenia,4,20
0,21113,Bulgaria,1,25
1,21113,Bulgaria,2,25
2,21113,Bulgaria,3,25
3,21113,Portugal,1,19
4,21113,Portugal,2,23
5,21113,Portugal,3,13
0,21114,Poland,1,25
1,21114,Poland,2,23
2,21114,Poland,3,25
3,21114,Poland,4,25
4,21114,Canada,1,18
5,21114,Canada,2,25
6,21114,Canada,3,20
7,21114,Canada,4,14
0,21115,Türkiye,1,27
1,21115,Türkiye,2,25
2,21115,Türkiye,3,25
3,21115,Türkiye,4,25
4,21115,Netherlands,1,29
5,21115,Netherlands,2,23
6,21115,Netherlands,3,16
7,21115,Netherlands,4,19
0,21116,Argentina,1,23
1,21116,Argentina,2,20
2,21116,Argentina,3,22
3,21116,Italy,1,25
4,21116,Italy,2,25
5,21116,Italy,3,25
0,21117,Belgium,1,25
1,21117,Belgium,2,25
2,21117,Belgium,3,25
3,21117,Finland,1,21
4,21117,Finland,2,17
5,21117,Finland,3,21
0,21118,Czechia,1,22
1,21118,Czechia,2,27
2,21118,Czechia,3,25
3,21118,Czechia,4,25
4,21118,Iran,1,25
5,21118,Iran,2,25
6,21118,Iran,3,20
7,21118,Iran,4,21
0,21119,USA,1,25
1,21119,USA,2,25
2,21119,USA,3,17
3,21119,USA,4,22
4,21119,USA,5,13
5,21119,Bulgaria,1,21
6,21119,Bulgaria,2,19
7,21119,Bulgaria,3,25
8,21119,Bulgaria,4,25
9,21119,Bulgaria,5,15
0,21120,Poland,1,25
1,21120,Poland,2,25
2,21120,Poland,3,25
3,21120,Türkiye,1,15
4,21120,Türkiye,2,22
5,21120,Türkiye,3,19
0,21121,Italy,1,25
1,21121,Italy,2,25
2,21121,Italy,3,25
3,21121,Belgium,1,13
4,21121,Belgium,2,18
5,21121,Belgium,3,18
0,21122,Czechia,1,20
1,21122,Czechia,2,25
2,21122,Czechia,3,21
3,21122,Czechia,4,22
4,21122,Bulgaria,1,25
5,21122,Bulgaria,2,23
6,21122,Bulgaria,3,25
7,21122,Bulgaria,4,25
0,21123,Poland,1,21
1,21123,Poland,2,22
2,21123,Poland,3,23
3,21123,Italy,1,25
4,21123,Italy,2,25
5,21123,Italy,3,25
0,21124,Czechia,1,18
1,21124,Czechia,2,25
2,21124,Czechia,3,22
3,21124,Czechia,4,21
4,21124,Poland,1,25
5,21124,Poland,2,23
6,21124,Poland,3,25
7,21124,Poland,4,25
0,21125,Bulgaria,1,21
1,21125,Bulgaria,2,17
2,21125,Bulgaria,3,25
3,21125,Bulgaria,4,10
4,21125,Italy,1,25
5,21125,Italy,2,25
6,21125,Italy,3,17
7,21125,Italy,4,25
0,11344,Italy,1,26
1,11344,Italy,2,18
2,11344,Italy,3,25
3,11344,Italy,4,25
4,11344,Italy,5,15
5,11344,Canada,1,28
6,11344,Canada,2,25
7,11344,Canada,3,21
8,11344,Canada,4,18
9,11344,Canada,5,11
0,11345,Brazil,1,25
1,11345,Brazil,2,25
2,11345,Brazil,3,25
3,11345,Tunisia,1,22
4,11345,Tunisia,2,20
5,11345,Tunisia,3,15
0,11346,ROC,1,21
1,11346,ROC,2,25
2,11346,ROC,3,25
3,11346,ROC,4,25
4,11346,Argentina,1,25
5,11346,Argentina,2,23
6,11346,Argentina,3,17
7,11346,Argentina,4,21
0,11347,Japan,1,25
1,11347,Japan,2,25
2,11347,Japan,3,25
3,11347,Venezuela,1,21
4,11347,Venezuela,2,20
5,11347,Venezuela,3,15
0,11348,Poland,1,25
1,11348,Poland,2,22
2,11348,Poland,3,22
3,11348,Poland,4,25
4,11348,Poland,5,21
5,11348,Iran,1,18
6,11348,Iran,2,25
7,11348,Iran,3,25
8,11348,Iran,4,22
9,11348,Iran,5,23
0,11349,USA,1,25
1,11349,USA,2,25
2,11349,USA,3,25
3,11349,France,1,18
4,11349,France,2,18
5,11349,France,3,22
0,11350,Iran,1,25
1,11350,Iran,2,25
2,11350,Iran,3,25
3,11350,Venezuela,1,17
4,11350,Venezuela,2,20
5,11350,Venezuela,3,18
0,11351,USA,1,23
1,11351,USA,2,25
2,11351,USA,3,25
3,11351,USA,4,23
4,11351,ROC,1,25
5,11351,ROC,2,27
6,11351,ROC,3,21
7,11351,ROC,4,25
0,11352,Poland,1,25
1,11352,Poland,2,26
2,11352,Poland,3,25
3,11352,Italy,1,20
4,11352,Italy,2,24
5,11352,Italy,3,20
0,11353,France,1,25
1,11353,France,2,25
2,11353,France,3,25
3,11353,Tunisia,1,21
4,11353,Tunisia,2,11
5,11353,Tunisia,3,21
0,11354,Japan,1,23
1,11354,Japan,2,25
2,11354,Japan,3,25
3,11354,Japan,4,25
4,11354,Canada,1,25
5,11354,Canada,2,23
6,11354,Canada,3,23
7,11354,Canada,4,20
0,11355,Brazil,1,19
1,11355,Brazil,2,21
2,11355,Brazil,3,25
3,11355,Brazil,4,25
4,11355,Brazil,5,16
5,11355,Argentina,1,25
6,11355,Argentina,2,25
7,11355,Argentina,3,16
8,11355,Argentina,4,21
9,11355,Argentina,5,14
0,11356,Canada,1,25
1,11356,Canada,2,25
2,11356,Canada,3,25
3,11356,Iran,1,16
4,11356,Iran,2,20
5,11356,Iran,3,22
0,11357,USA,1,25
1,11357,USA,2,23
2,11357,USA,3,25
3,11357,USA,4,25
4,11357,Tunisia,1,14
5,11357,Tunisia,2,25
6,11357,Tunisia,3,14
7,11357,Tunisia,4,23
0,11358,Argentina,1,23
1,11358,Argentina,2,25
2,11358,Argentina,3,25
3,11358,Argentina,4,15
4,11358,Argentina,5,15
5,11358,France,1,25
6,11358,France,2,17
7,11358,France,3,20
8,11358,France,4,25
9,11358,France,5,13
0,11359,Poland,1,25
1,11359,Poland,2,25
2,11359,Poland,3,18
3,11359,Poland,4,25
4,11359,Venezuela,1,16
5,11359,Venezuela,2,13
6,11359,Venezuela,3,25
7,11359,Venezuela,4,15
0,11360,Japan,1,20
1,11360,Japan,2,17
2,11360,Japan,3,25
3,11360,Japan,4,21
4,11360,Italy,1,25
5,11360,Italy,2,25
6,11360,Italy,3,23
7,11360,Italy,4,25
0,11361,Brazil,1,22
1,11361,Brazil,2,20
2,11361,Brazil,3,20
3,11361,ROC,1,25
4,11361,ROC,2,25
5,11361,ROC,3,25
0,11362,Canada,1,25
1,11362,Canada,2,25
2,11362,Canada,3,25
3,11362,Venezuela,1,13
4,11362,Venezuela,2,22
5,11362,Venezuela,3,12
0,11363,Brazil,1,30
1,11363,Brazil,2,25
2,11363,Brazil,3,25
3,11363,Brazil,4,25
4,11363,USA,1,32
5,11363,USA,2,23
6,11363,USA,3,21
7,11363,USA,4,20
